文献,矿名,份,市/县,岩性,密度（kg*m3）,体积模量（Gpa）,剪切模量/GPa,内聚力（MPa）,内摩擦角,抗拉强度（MPa）,抗压强度/MPa,弹性模量（Gpa）,泊松比,埋深,厚度,,,,,
跨断层切顶卸压自成巷顶板变形机理及控制技术研究,棋盘井煤矿,内蒙古,,9-1#煤,1710,,,0.92,22,0.43,,4.5,0.23,370,,,,,,
跨断层切顶卸压自成巷顶板变形机理及控制技术研究,棋盘井煤矿,内蒙古,,粗砂岩,2536,,,3.2,35,4.32,,37.3,0.15,370,,,,,,
跨断层切顶卸压自成巷顶板变形机理及控制技术研究,棋盘井煤矿,内蒙古,,中砂岩,2600,,,2.4,33,4.1,,32.9,0.16,370,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,孝义市,煤层,1560,1.25,1.07,2.1,30,1.65,,,,230,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,,砂岩,2760,3.52,2.3,6.21,42,5,,,,230,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,,泥岩,2150,3.15,1.9,3.52,31,2.31,,,,230,,,,,,
近距离煤层下行采动应力场分布规律与巷道合理位置方法研究,新柳煤矿,山西,,石灰岩,2380,6.24,3.02,3.14,42,3.9,,,,230,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,海西州大柴旦镇,表土层,1650,0.01,0.005,0.06,24,0.01,,0.28,,0,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,炭质泥岩,2500,2.81,1.69,4.59,36.7,1.46,,4.22,,315,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,粗粒砂岩,2500,8.48,4.14,10.54,41.4,1.04,,10.68,,248,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,泥岩,2460,3.3,2.27,16.22,26,1.29,,5.54,,283,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,中粒砂岩,2390,3.31,1.71,9.73,33.4,1.28,,4.37,,91,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,粉砂岩,2440,4.54,3.26,8.45,35,1.58,,7.9,,298,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,细粒砂岩,2350,4.65,2.02,7.74,31.6,0.85,,5.3,,233,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,油页岩,2140,1.53,0.76,1.2,22,1.6,,1.96,,203,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,F2煤,1440,1.41,0.85,5.46,34.6,0.43,,2.12,,321,,,,,,
弱胶结地层重复采动条件下地表最大沉降模型研究及应用,大煤沟煤矿,青海,,F1煤,1490,0.9,0.59,11.46,22.1,0.25,,1.46,,332,,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,松散层,2000,0.057,0.65,0.12,18,0.02,,,,0,638,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,中砂岩,2750,9.35,2.3,3.52,30,2.6,,,,638,28,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,细砂岩,2250,9.26,2.25,3.5,28,2.5,,,,666,26,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,泥岩,2500,9.48,1.1,3.5,38,3.1,,,,692,36,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,细砂岩,2250,9.42,2.23,2.25,30,2,,,,728,26,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,泥岩,2450,9.2,1.6,2.6,30,3.3,,,,754,15,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,细砂岩,2270,9.58,2.5,2.5,32,2.2,,,,769,29,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,泥岩,2400,9.4,1,1.2,36,3.5,,,,798,66,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,细砂岩,2300,9.24,2.23,2.13,30,8,,,,864,17,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,粉砂岩,2300,9.12,2.3,2.25,30,9.1,,,,881,19,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,煤,1500,0.46,0.87,2,25,2,,,,900,3,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,泥岩,2400,9.16,2.12,1.25,37,2.5,,,,903,36,,,,,
松基比对地表变形的影响及厚松散层薄基岩条件的分析与探讨,某矿,山东,,粉砂岩,2300,9.32,2.1,2.6,32,2.4,,,,939,17,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,灵武市,砂质泥岩,,2,1.6,0.8,20,1.5,,,,430,,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,,粉砂岩,2400,13,3.33,8,33,3.46,,,,430,,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,,细砂岩,2530,14.4,5.85,4.83,55,3.86,,,,430,,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,,泥岩,2420,2,1.5,1.6,20,1.5,,,,440,,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,,中砂岩,2450,12.5,5.12,4.27,39,3.57,,,,460,,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,,粗砂岩,2350,7.8,2.91,6.89,35,1.5,,,,510,,,,,,
厚煤层大采高综放工作面覆岩断裂演化规律研究,羊场湾煤矿,宁夏,,煤,1450,1.86,0.74,0.75,20,1.3,,,,592,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,渭南市,粉砂岩,2670,4.67,4.34,4.67,39,1.34,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,中粒砂岩,2650,3.38,3.32,5,40,1.1,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,细粒砂岩,2620,4.22,4.03,3.98,39,1.11,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,砂质泥岩,2640,3.65,3.28,2.25,38,1.55,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,5号煤,1400,1.43,0.44,1.52,28,0.1,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,石英砂岩,2660,4.54,4.31,4.72,40,1.21,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,细砂岩,2640,4.2,4.15,4.58,39,1.24,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,6号煤,1400,1.43,0.44,1.52,28,0.1,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,砂质泥岩,2640,3.65,3.28,2.25,38,1.55,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,细粉砂岩,2650,3.38,3.32,5,40,1.1,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,灰岩,2090,22.6,11.1,3.65,37,1.71,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,10号煤,1400,1.43,0.44,1,25,0.1,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,铝质泥岩,2620,4.86,4.78,4.71,30,1.51,,,,350,,,,,,
奥灰承压水上采场底板沿工作面倾向破坏特征分析,董家河煤矿,陕西,,奥灰岩,2770,8.78,5.23,4.32,37,1.32,,,,350,,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,鄂尔多斯市,凤积沙,1425,,,0.34,38,0.1,,,0.34,0,25.9,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,砂质泥岩,2520,,,0.26,32,1.33,,,0.26,25.9,57.91,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,中粒砂岩,2650,,,0.29,32,2.9,,,0.29,83.81,4.99,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,泥岩,2510,,,0.31,29,0.7,,,0.31,88.8,6.01,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,粉砂岩,2640,,,0.21,28,2.6,,,0.21,94.81,3.29,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,砂质泥岩,2520,,,0.26,32,1.33,,,0.26,98.1,1.8,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,粉砂岩,2640,,,0.21,28,2.6,,,0.21,99.9,6.48,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,泥岩,2510,,,0.31,29,0.7,,,0.31,106.38,1.35,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,12上煤,1420,,,0.24,27,0.68,,,0.24,107.73,2.1,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,砂质泥岩,2520,,,0.26,32,1.33,,,0.26,109.83,1,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,泥岩,2510,,,0.31,29,0.7,,,0.31,110.83,1.45,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,粗砂岩,2640,,,0.2,31,2.8,,,0.2,112.28,1.39,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,粉砂岩,2640,,,0.21,28,2.6,,,0.21,113.67,1.96,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,细砂岩,2650,,,0.28,30,2.6,,,0.28,115.63,2.12,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,12煤,1420,,,0.24,27,0.68,,,0.24,117.75,4.21,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,泥岩,2510,,,0.31,29,0.7,,,0.31,121.96,2.48,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,粉砂岩,2640,,,0.21,28,2.6,,,0.21,124.44,1.42,,,,,
补连塔煤矿浅埋深极近距离下层煤开采穿越采空区模拟研究,补连塔煤矿,内蒙古,,细粒砂岩,2650,,,0.24,34,3.5,,,0.24,125.86,1.59,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,鄂尔多斯市,砂岩,2640,,,3.3,28,2.6,,,0.21,110,30.76,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,泥质砂岩,2520,,,2.4,32,1.33,,,0.26,110,53.86,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,黏土层,2542,,,1.21,28,1.08,,,0.3,110,4.46,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,粉砂岩,2640,,,3.3,28,2.6,,,0.21,110,4.45,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,砂质泥岩,2520,,,2.4,32,1.33,,,0.26,110,2.49,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,中粒砂岩,2650,,,3.1,32,2.9,,,0.29,110,1.32,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,12上煤,1420,,,1.4,27,0.68,,,0.24,110,1.88,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,粉砂岩,2640,,,3.3,28,2.6,,,0.21,110,4.73,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,细粒砂岩,2650,,,3.2,34,3.5,,,0.24,110,3.1,,,,,
补连塔煤矿受邻近采面开采影响巷道支护优化模拟研究,补连塔煤矿,内蒙古,,粗粒砂岩,2580,,,3.6,29,3.8,,,0.23,110,10.8,,,,,
厚煤层沿空留巷柔模混凝土充填体合理宽度确定,大柳塔煤矿,陕西,榆林市,细砂岩,2502,6,9.1,2.3,25,1.3,,,,150,,,,,,
厚煤层沿空留巷柔模混凝土充填体合理宽度确定,大柳塔煤矿,陕西,,粉砂岩,2560,10.8,15.6,1.2,38,1.8,,,,150,,,,,,
厚煤层沿空留巷柔模混凝土充填体合理宽度确定,大柳塔煤矿,陕西,,泥岩,2461,1,2.2,1.2,32,0.6,,,,150,,,,,,
厚煤层沿空留巷柔模混凝土充填体合理宽度确定,大柳塔煤矿,陕西,,52煤,1350,0.38,0.75,1.1,30,0.2,,,,150,,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,灵武市,粉砂岩,2650,9.1,7.8,7.2,34,,,,,340,3.5,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,细砂岩,2700,13.3,10,10.2,37,,,,,343.5,5.5,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,中砂岩,2340,12.3,9.1,5.2,37,,,,,349,11,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,15号煤,1300,5,2.1,1.7,28,,,,,360,3,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,粉砂岩,2650,9.1,7.8,7.2,34,,,,,363,2,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,细砂岩,2700,13.3,10,10.2,37,,,,,365,2,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,砂质泥岩,2630,12.5,10,10,35,,,,,367,1.5,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,中砂岩,2340,12.3,9.1,5.2,37,,,,,368.5,2.5,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,粗砂岩,3050,9.9,10.6,10.8,34,,,,,371,9,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,粉砂岩,2650,9.1,7.8,7.2,34,,,,,380,2,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,泥岩,2240,3.2,6.7,8.1,36,,,,,382,1,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,16号煤,1300,5,2.1,1.7,28,,,,,383,3.3,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,细砂岩,2700,13.3,10,10.2,37,,,,,386.3,9,,,,,
煤层群开采遗留煤柱效应及跨掘巷道围岩控制研究,灵新煤矿,宁夏,,粉砂岩,2650,9.1,7.8,7.2,34,,,,,395.3,9.7,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,曲阜市,第四系土层,2155,,,12.2,41.6,,,,,0,183.19,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,粗砂岩,2452,,,15,33.4,,,,,183.19,1.51,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,黏土岩,2650,,,7.1,36.2,,,,,184.7,12.01,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,中砂岩,2500,,,9.2,37.8,,,,,196.71,4.32,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,黏土岩,2650,,,5.1,33,,,,,201.03,2.13,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,中细砂岩互层,2410,,,10.2,38,,,,,203.16,17.47,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,黏土岩,2650,,,5.8,34.9,,,,,220.63,2.37,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,粉砂岩,2590,,,7.5,35.3,,,,,223,11.69,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,黏土岩,2650,,,3.2,34.9,,,,,234.69,2.45,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,粉砂岩,2590,,,4.2,31.1,,,,,237.14,4.02,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,黏土岩,2620,,,4.2,33.7,,,,,241.16,,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,中细砂岩互层,2490,,,4.1,30.2,,,,,270,,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,粉砂岩,2650,,,3.6,35,,,,,270,,,,,,
采动覆岩微震分区演化特征的数值模拟研究,兖州矿区,山东,,3煤,1380,,,3.2,28.9,,,,,270,,,,,,
冲击地压矿井近距离特厚煤层综放工作面合理推进速度研究,宽沟煤矿,新疆,呼图壁县,砂砾岩,2532,14.17,8.5,8.92,28,2.33,34.32,25.4,0.27,420,,,,,,
冲击地压矿井近距离特厚煤层综放工作面合理推进速度研究,宽沟煤矿,新疆,,B4-1煤,1303,6.25,2.88,3.81,21,1.97,24.8,7.485,0.35,420,,,,,,
冲击地压矿井近距离特厚煤层综放工作面合理推进速度研究,宽沟煤矿,新疆,,粗砂岩,2541,13.45,10.94,9.73,29,4.48,48.23,25.82,0.19,420,,,,,,
冲击地压矿井近距离特厚煤层综放工作面合理推进速度研究,宽沟煤矿,新疆,,泥岩,2533,7.42,3.83,4.39,30,2.28,37.65,15.42,0.2,420,,,,,,
冲击地压矿井近距离特厚煤层综放工作面合理推进速度研究,宽沟煤矿,新疆,,细砂岩,2592,19.57,14.07,6.58,27,3.17,57.6,33.42,0.18,420,,,,,,
冲击地压矿井近距离特厚煤层综放工作面合理推进速度研究,宽沟煤矿,新疆,,B2煤,1640,4.92,2.74,4.3,24,2.15,26.76,4.923,0.36,420,,,,,,
采动影响下断层活化失稳及能量释放规律研究,跃进矿,河南,三门峡市,砂岩,2650,12.6,7.6,4.5,40,8.2,,,,1000,,,,,,
采动影响下断层活化失稳及能量释放规律研究,跃进矿,河南,,泥岩,2550,7.4,7,3,35,1.5,,,,1000,,,,,,
采动影响下断层活化失稳及能量释放规律研究,跃进矿,河南,,煤,1450,5,4,1.2,30,1.2,,,,1000,,,,,,
黄土沟谷区浅埋煤层开采覆岩破坏与地表损伤特征研究,安山井田,陕西,神府矿区,黄土,1702,,,0.48,22,0.088,,0.24,0.25,0,,,,,,
黄土沟谷区浅埋煤层开采覆岩破坏与地表损伤特征研究,安山井田,陕西,,风化基岩,2200,,,1.56,36,0.8,,6.3,0.23,20,,,,,,
黄土沟谷区浅埋煤层开采覆岩破坏与地表损伤特征研究,安山井田,陕西,,细粒砂岩,2750,,,3.91,34,2.92,,10,0.24,150,,,,,,
黄土沟谷区浅埋煤层开采覆岩破坏与地表损伤特征研究,安山井田,陕西,,泥质粉砂岩,2760,,,2.85,32,3.23,,6.7,0.26,150,,,,,,
黄土沟谷区浅埋煤层开采覆岩破坏与地表损伤特征研究,安山井田,陕西,,煤层,1420,,,2.98,33,0.25,,1,0.27,150,,,,,,
黄土沟谷区浅埋煤层开采覆岩破坏与地表损伤特征研究,安山井田,陕西,,粉砂岩,2760,,,3.87,34,3.65,,7,0.26,150,,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,鄂尔多斯市,表土层,1480,10.1,3.59,4.2,10.3,1.62,,,,0,10,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,,砂质页岩,2120,15.2,8.2,9.7,19.8,3.58,,,,10,128,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,,主关键层,2600,45.3,25.8,20.3,35.3,7.03,,,,138,7,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,,砂质页岩,2120,15.2,8.2,9.7,19.8,3.58,,,,145,40,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,,亚关键层1,2480,39.8,25.2,15.2,30.1,6.65,,,,185,5,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,,砂质页岩,2120,15.2,8.2,9.7,19.8,3.58,,,,190,10,,,,,
超大采高综采面覆岩结构对矿压显现的影响研究,上湾矿,内蒙古,,煤层,1400,11.8,4.9,5.8,16.9,1.67,,,,200,7,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,广安市,粉砂质泥岩,2750,6.41,4.03,5,43,4.17,,,,400,,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,,泥质灰岩,2600,4.39,3.02,4.14,37,3.2,,,,400,,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,,砂质泥岩,2500,3.97,1.94,3.5,35,3,,,,400,,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,,煤层,1325,1.35,0.71,1.57,33,1.8,,,,400,,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,,泥岩,2277,3.21,1.55,3.18,34,2.62,,,,400,,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,,砂质泥岩,2500,3.97,1.94,3.5,35,3,,,,400,,,,,,
考虑采空区矸石非均匀充填影响的倾斜煤层沿空留巷稳定性分析,龙门峡南煤矿,四川,,铝质泥岩,2750,6.41,4.03,5,43,4.17,,,,400,,,,,,
浅埋双向倾斜工作面综放开采矿压显现规律研究,黄玉川煤矿,内蒙古,鄂尔多斯市,泥岩,1760,8.5,6.47,6.85,28.4,0.8,,,,245,,,,,,
浅埋双向倾斜工作面综放开采矿压显现规律研究,黄玉川煤矿,内蒙古,,砂质泥岩,1720,10.34,6.05,1.36,30.81,0.605,,,,245,,,,,,
浅埋双向倾斜工作面综放开采矿压显现规律研究,黄玉川煤矿,内蒙古,,4煤,1605,6.43,1.22,2.36,34.4,0.42,,,,245,,,,,,
浅埋双向倾斜工作面综放开采矿压显现规律研究,黄玉川煤矿,内蒙古,,泥岩,1760,8.5,6.47,6.85,28.4,0.8,,,,245,,,,,,
浅埋双向倾斜工作面综放开采矿压显现规律研究,黄玉川煤矿,内蒙古,,5煤,1610,6.48,1.28,2.39,34.8,0.44,,,,245,,,,,,
